Tanggal,Media,Topik,Topik_Cleaned,label
3-May-25,SMS Hotline,Free Wifi Sleman layanan Telkom mati,free wifi layanan telkom mati,1
3-May-25,SMS Hotline,Parkir liar,parkir liar,1
3-May-25,SMS Hotline,Lampu playground taman denggung mati,lampu playground taman denggung mati,1
3-May-25,Website,Tempat Pengolahan Sampah Ilegal,tempat pengolahan sampah ilegal,1
3-May-25,Website,WiFi Padukuhan,wifi padukuhan,0
3-May-25,Lapor Sleman,Pembakaran Sampah Yang Parah,pembakaran sampah parah,1
3-May-25,Lapor Sleman,Tobong Pembakaran Sampah Di Pemukiman Warga,tobong pembakaran sampah pemukiman warga,1
3-May-25,Lapor Sleman,Pembagian Bansos,pembagian bansos,0
3-May-25,Instagram,Free Wifi Sleman,free wifi,0
3-May-25,Instagram,Free WiFi Sleman,free wifi,0
4-May-25,E Lapor DIY,permaslahan Free Wifi Sleman,permaslahan free wifi,0
4-May-25,Lapor Sleman,Permohonan Penanganan Kebisingan Akibat Pemutaran Musik Berlebihan,permohonan penanganan kebisingan akibat pemutaran musik berlebihan,1
4-May-25,Website,Gangguan Kebisingan,gangguan kebisingan,1
4-May-25,Instagram,Info Loker,loker,0
4-May-25,Instagram,Informasi PKBM,pkbm,0
4-May-25,Instagram,Pembayaran PBB Online,pembayaran pbb online,0
4-May-25,Instagram,Pembakaran Sampah Warga,pembakaran sampah warga,1
5-May-25,Instagram,Free WiFi Padukuhan,free wifi padukuhan,0
5-May-25,Lapor Sleman,Kecepatan Pelayanan Dan Kenyamanan Pelayanan,kecepatan pelayanan kenyamanan pelayanan,0
5-May-25,Lapor Sleman,Parkir Liar Pinggir Jalan,parkir liar pinggir jalan,1
5-May-25,Instagram,Free WiFi Sleman,free wifi,0
5-May-25,Instagram,Marka Jalan (Zebra Cross) Pudar,marka jalan zebra cross pudar,0
6-May-25,Website,Cek Aktivasi KIS,cek aktivasi kis,0
6-May-25,Lapor Sleman,Polusi Udara,polusi udara,0
6-May-25,Lapor Sleman,Lampu Penerangan Jalan Umum Jalan Nasional 14,lampu penerangan jalan umum jalan nasional,1
6-May-25,Lapor Sleman,Bau Kandang Ayam Petelur,bau kandang ayam petelur,1
6-May-25,Lapor Sleman,Program Free Wifi Sleman,program free wifi,0
6-May-25,Lapor Sleman,Kebisingan Di Area TPU Pasekan,kebisingan area tpu pasekan,1
6-May-25,Instagram,Logo HUT Kabupaten Sleman,logo hut,0
6-May-25,Instagram,Pinjam Tempat Pendopo Bupati,pinjam tempat pendopo bupati,0
7-May-25,Lapor Sleman,Kebisingan Di Area Tempat Tinggal,kebisingan area tempat tinggal,1
7-May-25,Website,Dana Bosda Tahap 2,dana bosda tahap,0
7-May-25,Instagram,Informasi Bantuan Operasional Sekolah (BOS),bantuan operasional sekolah,0
7-May-25,Instagram,Free WiFi Sleman,free wifi,0
8-May-25,Website,Ijin Operasional PAUD,ijin operasional paud,0
8-May-25,Website,Ranting Pohon Tumbang,ranting pohon tumbang,1
8-May-25,Instagram,Program Bantuan Pemerintah,program bantuan pemerintah,0
8-May-25,Email,Makan Bergizi Gratis (MBG),makan bergizi gratis mbg,0
8-May-25,Lapor Sleman,Anak TK Terluka Sampe Dijahit Tapi Tidak Diantar Pulang,anak tk terluka sampe dijahit diantar pulang,0
8-May-25,Lapor Sleman,Pembuangan Sampah Liar,pembuangan sampah liar,1
8-May-25,Lapor Sleman,Lampu PJU Mati,lampu pju mati,1
8-May-25,Lapor Sleman,Lampu Penerangan Jalan Umum,lampu penerangan jalan umum,1
9-May-25,Website,Permohonan Pemasangan Speed Bump,permohonan pemasangan speed bump,0
9-May-25,Lapor Sleman,Parkir Liar Pinggir Jalan Pasar Colombo Jalan Kaliurang,parkir liar pinggir jalan pasar colombo jalan kaliurang,1
9-May-25,Website,Penegakan Perbup Nomor 42 Tahun 2012 tentang Kawasan Tanpa Rokok,penegakan perbup nomor tahun kawasan rokok,0
10-May-25,Facebook Grup ICJ,Gangguan Kenyamanan Hellen's [Night Market] Diskotik,gangguan kenyamanan hellens night market diskotik,1
10-May-25,Lapor Sleman,Gangguan Kenyamanan,gangguan kenyamanan,1
10-May-25,Website,Pembakaran Sampah,pembakaran sampah,1
10-May-25,Website,PBB Status Belum Terbayar Pada Sleman Digital,pbb status terbayar digital,0
10-May-25,Lapor Sleman,Gangguan Kenyamanan Kebisingan Suara,gangguan kenyamanan kebisingan suara,1
10-May-25,Lapor Sleman,Penimbunan Sampah Basah Di Tengah Pemukiman,penimbunan sampah basah tengah pemukiman,1
11-May-25,Instagram,Jalan Rusak,jalan rusak,1
12-May-25,E Lapor DIY,Pencabutan Laporan Pungli,pencabutan laporan pungli,1
12-May-25,Website,Gaji Tidak Tepat Waktu,gaji tepat waktu,0
12-May-25,Instagram,Free Wifi Sleman,free wifi,0
13-May-25,Instagram,Sekolah Lansia,sekolah lansia,0
13-May-25,Instagram,Info Tiket [PSS] Lawan Persija,tiket pss lawan persija,0
13-May-25,Instagram,Info Tiket Pertandingan PSS,tiket pertandingan pss,0
13-May-25,Lapor Sleman,Ijin Usaha Pabrik,ijin usaha pabrik,0
13-May-25,Website,Sisa Gaji Tidak Dibayarkan,sisa gaji dibayarkan,0
13-May-25,Lapor Sleman,Lampu PJU Mati,lampu pju mati,1
13-May-25,Lapor Sleman,Selokan Mampet Yang Membut Banjir Ketika Hujan,selokan mampet membut banjir hujan,1
13-May-25,Lapor Sleman,Pemutihan Pajak,pemutihan pajak,0
13-May-25,Website,Drainase tersumbat,drainase tersumbat,0
14-May-25,Lapor Sleman,POHON KERING KABEL SEMRAWUT,pohon kering kabel semrawut,1
14-May-25,Email,MAU LAPOR KABAG PEMBULI!!!!,kabag pembuli,0
14-May-25,Facebook Pemkab Sleman,Jadwal Kirab HUT ke-109 Kabupaten Sleman,jadwal kirab hut,0
14-May-25,E Lapor DIY,Tergerusnya pondasi tiang dan tanggul sungai,tergerusnya pondasi tiang tanggul sungai,0
14-May-25,Website,free wifi mati,free wifi mati,1
14-May-25,Website,Dampak Sosial Pembangunan Tempat Usaha,dampak sosial pembangunan tempat usaha,0
14-May-25,Instagram,SOP Pengajuan Surat Rekomendasi Bupati Studi Ke Luar Negeri,sop pengajuan surat rekomendasi bupati studi luar negeri,0
15-May-25,Lapor Sleman,Pembangunan Pabrik Didekat Pemukiman Penduduk,pembangunan pabrik didekat pemukiman penduduk,0
15-May-25,Instagram,Jalan Berlubang,jalan berlubang,1
15-May-25,Website,Biaya Sekolah TK Negeri Model Sleman,biaya sekolah tk negeri model,0
15-May-25,Website,Jalan Rusak,jalan rusak,1
15-May-25,Website,Gaji Tidak Sesuai UMK,gaji sesuai umk,0
15-May-25,Website,Penundaan Pembayaran Gaji,penundaan pembayaran gaji,0
15-May-25,Lapor.go.id,Pembekuan NIK Sementara,pembekuan nik,0
16-May-25,Lapor Sleman,Suara Gaduh,suara gaduh,0
16-May-25,Instagram,Mars PKK,mars pkk,0
16-May-25,Lapor Sleman,PKL di Trotoar,pkl trotoar,0
16-May-25,Lapor Sleman,Jalan Berlubang Diatas Drainase,jalan berlubang diatas drainase,1
16-May-25,Lapor Sleman,Pondasi Jembatan Longsor,pondasi jembatan longsor,0
16-May-25,Website,Selokan Tersumbat,selokan tersumbat,0
17-May-25,Website,Iuran Wisuda,iuran wisuda,0
18-May-25,Lapor Sleman,Trafficlight Terlalu Singkat,trafficlight terlalu singkat,0
18-May-25,Lapor Sleman,Rusunawa Jongke Darurat Kucing Liar,rusunawa jongke darurat kucing liar,1
18-May-25,Lapor Sleman,Lampu PJU,lampu pju,1
18-May-25,Website,Pencemaran Limbah Kotoran Hewan,pencemaran limbah kotoran hewan,1
18-May-25,Website,Pemasangan Alat Pemberi Isyarat Lalu Lintas (APILL),pemasangan alat pemberi isyarat lalu lintas apill,0
19-May-25,Twitter,Jalan Rusak,jalan rusak,1
19-May-25,Email,Pencemaran Lingkungan,pencemaran lingkungan,0
19-May-25,E Lapor DIY,Laporan Masyarakat Terkait Kerusakan Jalan,laporan masyarakat terkait kerusakan jalan,1
19-May-25,Lapor Sleman,"Lampu PJU Mati, Dan Usulan Penambahan PJU",lampu pju mati usulan penambahan pju,1
19-May-25,Lapor Sleman,Mohon Diadakan Pembinaan Untuk Pengurus Komite Sekolah Agar Memahami Aturan Yang Berlaku,diadakan pembinaan pengurus komite sekolah memahami aturan berlaku,0
19-May-25,Website,Banjir di Perum Mranggen Baru,banjir perum mranggen baru,1
19-May-25,Website,Bantuan Anak Putus Sekolah,bantuan anak putus sekolah,0
19-May-25,Website,Pencemaran Limbah,pencemaran limbah,0
20-May-25,E Lapor DIY,Kekosongan Pejabat,kekosongan pejabat,0
20-May-25,Website,Pelayanan Loket Kapanewon Prambanan,pelayanan loket kapanewon prambanan,0
20-May-25,Instagram,Banyak Orang Merokok di Playground Taman Denggung,banyak orang merokok playground taman denggung,0
21-May-25,Lapor Sleman,Jalan Berlubang Di Sekitar Jalan Asem Gede Gempol,jalan berlubang jalan asem gede gempol,1
21-May-25,Instagram,Lampu APILL Perempatan Kronggahan Kurang Terang,lampu apill perempatan kronggahan kurang terang,1
22-May-25,Lapor.go.id,Tarif Parkir Puskesmas,tarif parkir puskesmas,1
23-May-25,Website,Gaji Pokok Tidak Sesuai UMK,gaji pokok sesuai umk,0
22-May-25,Lapor.go.id,Layanan pengaduan,layanan pengaduan,0
22-May-25,Email,Informasi Tindak Lanjut Laporan Aduan,laporan aduan,0
22-May-25,Lapor Sleman,Genangan Air Membahayakan,genangan air membahayakan,1
22-May-25,Lapor Sleman,Tukang Parkir Meresahkan,tukang parkir meresahkan,1
22-May-25,Instagram,Kebocoran Pipa PDAM,kebocoran pipa pdam,0
22-May-25,Instagram,Info Developer Dengan Record Bagus,developer record bagus,0
22-May-25,Website,Daerah Tlacap Pandowoharjo sering mati lampu mohon penanganannya segera,tlacap pandowoharjo sering mati lampu penanganannya segera,1
22-May-25,Lapor Sleman,Saluran Air,saluran air,1
23-May-25,Lapor Sleman,Saluran Drainase Berlubang/potensi Jemblong,saluran drainase berlubangpotensi jemblong,1
23-May-25,Email,gorong gorong di jalan Wates km 5 gamping tengah Buntu,gorong gorong jalan wates gamping tengah buntu,0
24-May-25,Lapor Sleman,"Jalan Berlubang (Jalan Nasional | Jalan Raya Turi | Jalan Pakem - Turi) 
",jalan berlubang jalan nasional jalan raya turi jalan pakem turi,1
24-May-25,Lapor Sleman,Taman Bermain Denggung,taman bermain denggung,0
24-May-25,Lapor Sleman,Lampu PJU Simpang 4 Bulurejo,lampu pju simpang bulurejo,1
24-May-25,E Lapor DIY,Jalan rusak,jalan rusak,1
25-May-25,Lapor Sleman,(Bahaya) Jalan Aspal Penuh Lubang,bahaya jalan aspal penuh lubang,1
26-May-25,Instagram,Pemeliharaan Jalan,pemeliharaan jalan,0
26-May-25,Website,kebisinagn suara oddish family,kebisinagn suara oddish family,0
26-May-25,Facebook Pemkab Sleman,Informasi Petugas (pengambil) sampah,petugas pengambil sampah,1
26-May-25,Instagram,"Jalan Berlubang Jalan Ketingan, Mlati",jalan berlubang jalan ketingan mlati,1
27-May-25,Instagram,Info Nilai Jual Objek Pajak (NJOP),nilai jual objek pajak njop,0
27-May-25,Website,Keluh kesah Free Wifi Sleman yang sudah tidak ada lagi,keluh kesah free wifi,0
27-May-25,Lapor Sleman,SAMPAH BERSERAKAN DI JALAN,sampah berserakan jalan,1
27-May-25,Lapor Sleman,Jalan Jemblong,jalan jemblong,0
27-May-25,Lapor Sleman,Gangguan Free Wifi,gangguan free wifi,1
28-May-25,E Lapor DIY,Permohonan Penertiban Parkir Liar di Trotoar Jalan Selokan Mataram,permohonan penertiban parkir liar trotoar jalan selokan mataram,1
28-May-25,Instagram,Free Wifi Padukuhan,free wifi padukuhan,0
28-May-25,Website,Gorong-gorong Amblong,goronggorong amblong,0
29-May-25,Lapor Sleman,Lampu Lalin Di Perempatan Kamdanen Tolong Diset Ulang,lampu lalin perempatan kamdanen diset ulang,1
29-May-25,Lapor Sleman,Jalan Yang Diperbaiki Selalu Berlubang Kembali,jalan diperbaiki selalu berlubang,1
29-May-25,Lapor Sleman,Jalan Berlubang Jalan Ringin Raya Condong Catur,jalan berlubang jalan ringin raya condong catur,1
29-May-25,Website,Pembakaran dan Penumpukkan Sampah,pembakaran penumpukkan sampah,1
29-May-25,Website,Kebisingan suara musik,kebisingan suara musik,1
29-May-25,Twitter,"Lampu PJU Mati, Jalan Gelap Jakal",lampu pju mati jalan gelap jakal,1
29-May-25,Instagram,Informasi Beasiswa Sleman Pintar,beasiswa pintar,0
30-May-25,Twitter,Sampah Sepanjang Timur Youth Center,sampah sepanjang timur youth center,1
30-May-25,Website,Pembakaran sampah,pembakaran sampah,1
30-May-25,Website,Kebisingan suara musik,kebisingan suara musik,1
30-May-25,Lapor Sleman,Bansos JPS,bansos jps,0
31-May-25,Website,Pembakaran sampah,pembakaran sampah,1
31-May-25,Lapor Sleman,Mohon Tindakan Pungutan A.n. Latihan Kurban,tindakan pungutan an latihan kurban,0
31-May-25,Instagram,Pembuangan Sampah Liar,pembuangan sampah liar,1
31-May-25,Lapor Sleman,Listrik Sering Padam Saat Hujan,listrik sering padam hujan,1
31-May-25,Website,Gangguan Volume Musik,gangguan volume musik,1
31-May-25,Website,Free Wifi Sleman,free wifi,0
31-May-25,Twitter,PJU Ds Kadisobo Utara Mati,pju ds kadisobo utara mati,1
31-May-25,Twitter,Jalan Berlubang Ambles di Jl. Sleman-Turi,jalan berlubang ambles jl slemanturi,1
1-Jun-25,Website,DAHAN POHON Kering & Lampu PJU Mati,dahan pohon kering lampu pju mati,1
1-Jun-25,Lapor Sleman,DAHAN POHON Kering & Lampu PJU Mati,dahan pohon kering lampu pju mati,1
1-Jun-25,Website,Menertipkan Pengamen Badut,menertipkan pengamen badut,0
1-Jun-25,Website,Listrik sering Padam,listrik sering padam,1
2-Jun-25,Website,Pengadaan Transportasi Sekolah Memadai,pengadaan transportasi sekolah memadai,0
2-Jun-25,Website,Rekaman CCTV,rekaman cctv,0
2-Jun-25,Website,Gangguan Suara Musik,gangguan suara musik,1
2-Jun-25,Website,Gaji tidak sesuai perjanjian,gaji sesuai perjanjian,0
2-Jun-25,Website,Perbaikan PJU,perbaikan pju,1
2-Jun-25,Lapor Sleman,Pembakaran Sampah,pembakaran sampah,1
2-Jun-25,Twitter,Perbaikan PJU Seyegan,perbaikan pju seyegan,1
3-Jun-25,Lapor Sleman,Lampu Merah Perempatan Beran,lampu merah perempatan beran,1
3-Jun-25,Facebook Pemkab Sleman,Keterlambatan Penggajian,keterlambatan penggajian,1
3-Jun-25,Facebook Pemkab Sleman,Pembuatan NPWP,pembuatan npwp,0
3-Jun-25,Instagram,Informasi Magang,magang,0
3-Jun-25,Lapor Sleman,Kabel Putus,kabel putus,0
3-Jun-25,Website,PDAM mati,pdam mati,1
3-Jun-25,Lapor Sleman,Rumah Bangunan Struktur Tahan Gempa P2kp 2006,rumah bangunan struktur tahan gempa pkp,0
3-Jun-25,Lapor Sleman,Kube Gading Donokerto,kube gading donokerto,0
4-Jun-25,Website,Penertipan PNS,penertipan pns,0
4-Jun-25,Website,Jam Operasional Pelayanan Kapanewon,jam operasional pelayanan kapanewon,0
4-Jun-25,Website,Pembakaran Sampah Liar,pembakaran sampah liar,1
4-Jun-25,Website,Durasi APILL Perempatan Beran (utara & Barat),durasi apill perempatan beran utara barat,0
4-Jun-25,Lapor Sleman,Kabel Lampu Pju Melintang Di Jalan Dusun,kabel lampu pju melintang jalan dusun,1
4-Jun-25,Lapor Sleman,PNS Nakal,pns nakal,0
4-Jun-25,Website,Pembuangan sampah liar,pembuangan sampah liar,1
4-Jun-25,Website,Gangguan Suara Berisik,gangguan suara berisik,1
4-Jun-25,Website,Jalan Rusak Berat,jalan rusak berat,1
4-Jun-25,Instagram,Jalan Rusak Berat,jalan rusak berat,1
5-Jun-25,Website,BPJS pemerintah [KIS] dinonaktifkan,bpjs pemerintah kis dinonaktifkan,0
5-Jun-25,Website,Penimbunan sampah ilegal,penimbunan sampah ilegal,1
6-Jun-25,Facebook Pemkab Sleman,Lampu APILL Kronggahan,lampu apill kronggahan,1
7-Jun-25,Website,Gangguan Kenyamanan | Suara berisik mesin produksi Es Batu,gangguan kenyamanan suara berisik mesin produksi es batu,1
7-Jun-25,Lapor Sleman,Jalan Anjlok,jalan anjlok,0
8-Jun-25,Lapor Sleman,Jalan Rusak Parah,jalan rusak parah,1
8-Jun-25,Website,Penolakan Pembangunan Pabrik Tahu,penolakan pembangunan pabrik tahu,0
8-Jun-25,Website,Kebisingan warga sekitar coffe 1009,kebisingan warga coffe,1
10-Jun-25,Lapor Sleman,Drainase Ambrol Jalan Berlubang,drainase ambrol jalan berlubang,1
10-Jun-25,Website,informasi pindah sekolah,pindah sekolah,0
10-Jun-25,Lapor Sleman,Pengecoran Jembatan Pribadi Ke Wilayah Jalan Kabupaten,pengecoran jembatan pribadi wilayah jalan,0
10-Jun-25,E Lapor DIY,Laporan Kerusakan Lampu Apill Di Jalan Hortensia Sisi Timur,laporan kerusakan lampu apill jalan hortensia sisi timur,1
10-Jun-25,Lapor Sleman,Jalan Berlubang Margoagung Seyegan,jalan berlubang margoagung seyegan,1
11-Jun-25,Lapor Sleman,Jalan Berlubang di Selatan Perempatan Cebongan,jalan berlubang selatan perempatan cebongan,1
12-Jun-25,Lapor Sleman,Sampah,sampah,1
12-Jun-25,Lapor Sleman,Membutuhkan Kartu Keluarga,membutuhkan kartu keluarga,0
12-Jun-25,Website,Suara Pabrik Es Krisal,suara pabrik es krisal,0
12-Jun-25,Website,Terganggu Suara Pabrik Es,terganggu suara pabrik es,0
12-Jun-25,E Lapor DIY,Jalan Berlubang karena Galian PDAM,jalan berlubang galian pdam,1
12-Jun-25,Website,Perapihan Pohon Perindang,perapihan pohon perindang,1
12-Jun-25,Website,Pencemaran Udara,pencemaran udara,0
13-Jun-25,Website,Fasum Olahraga Rusak,fasum olahraga rusak,1
13-Jun-25,Website,Jalan Rusak di Jalan Simping Cebongan,jalan rusak jalan simping cebongan,1
13-Jun-25,Website,Polusi Suara TipTapToe Jl. Palagan,polusi suara tiptaptoe jl palagan,0
13-Jun-25,Website,Lampu PJU Nyala Mati,lampu pju nyala mati,1
13-Jun-25,Lapor Sleman,DRAINASE MAMPET,drainase mampet,1
13-Jun-25,Lapor Sleman,Bakar Sampah Asap Mengganggu,bakar sampah asap mengganggu,1
13-Jun-25,Lapor Sleman,Dahan Pohon Kering,dahan pohon kering,1
13-Jun-25,Lapor Sleman,Lampu Peringatan Lalu Lintas,lampu peringatan lalu lintas,1
13-Jun-25,Lapor Sleman,Bantuan dari Pemerintah,bantuan pemerintah,0
13-Jun-25,Website,Kebisingan Suara Musik tip tap toe,kebisingan suara musik tip tap toe,1
13-Jun-25,Website,Pembakaran Sampah,pembakaran sampah,1
13-Jun-25,Lapor Sleman,Lampu PJU Mati,lampu pju mati,1
14-Jun-25,Website,Pemberhentian Kontrak Kerja dan Penahanan Gaji,pemberhentian kontrak kerja penahanan gaji,0
14-Jun-25,Lapor Sleman,Lampu Tidak Nyala,lampu nyala,1
14-Jun-25,Lapor Sleman,Konstruksi Reklame Rusak Berpotensi Mencederai Pejalan Kaki Dan Pengguna Jalan,konstruksi reklame rusak berpotensi mencederai pejalan kaki pengguna jalan,1
14-Jun-25,Website,Suara Bass Coffe 1009,suara bass coffe,0
14-Jun-25,Twitter,Lampu PJU Padam di Depan Rumah Sleman,lampu pju padam depan rumah,1
15-Jun-25,Website,Suara Brisik di Oddish Umbul Permai,suara brisik oddish umbul permai,0
15-Jun-25,Website,Pembakaran Sampah,pembakaran sampah,1
15-Jun-25,Website,Bau Kotoran Hewan,bau kotoran hewan,1
16-Jun-25,Website,Jalan Berlubang,jalan berlubang,1
16-Jun-25,Instagram,Gangguan Peternakan Ayam,gangguan peternakan ayam,1
16-Jun-25,Lapor Sleman,Judul : WiFi Error,judul wifi error,0
17-Jun-25,E Lapor DIY,Laporan Tiang Listrik Konslet di Area Nologaten,laporan tiang listrik konslet area nologaten,0
17-Jun-25,E Lapor DIY,Laporan Ranting Pohon Menggelantung di Tiang Listrik,laporan ranting pohon menggelantung tiang listrik,1
17-Jun-25,Website,Kebisingan dan Polusi Bengkel Body Repair Autozona,kebisingan polusi bengkel body repair autozona,1
17-Jun-25,Lapor Sleman,Judul : Polusi Udara Dn Polusi Suara Dr Bengkel Autozona,judul polusi udara dn polusi suara bengkel autozona,0
17-Jun-25,Website,Pembakaran Sampah,pembakaran sampah,1
17-Jun-25,Website,Pembakaran Sampah Ilegal,pembakaran sampah ilegal,1
17-Jun-25,Instagram,Judul : Polusi Udara Dn Polusi Suara Dr Bengkel Autozona,judul polusi udara dn polusi suara bengkel autozona,0
17-Jun-25,Email,Judul : Pencemaran Udara dan Polusi Suara dr Bengkel Repair Body Autozona di Dusun Pokoh Wedomartani,judul pencemaran udara polusi suara bengkel repair body autozona dusun pokoh wedomartani,1
17-Jun-25,Email,Judul : PERMOHONAN IZIN MAGANG,judul permohonan izin magang,0
18-Jun-25,Lapor Sleman,REKLAME YANG MENUTUPI PANDANGAN,reklame menutupi pandangan,0
18-Jun-25,Lapor Sleman,Lampu Jalan Padam,lampu jalan padam,1
18-Jun-25,Lapor Sleman,Adanya Penjualan Rokok Non Cukai/ Ilegal,adanya penjualan rokok non cukai ilegal,0
18-Jun-25,E Lapor DIY,"Laporan Kabel Menggelantung di Jl. Opak, Madurejo, Prambanan, Sleman",laporan kabel menggelantung jl opak madurejo prambanan,0
19-Jun-25,Twitter,Jalan rusak,jalan rusak,1
19-Jun-25,Instagram,Penertipan Pak Ogah,penertipan ogah,0
19-Jun-25,Instagram,Pembuangan sampah ponpes ora aji,pembuangan sampah ponpes ora aji,1
19-Jun-25,Instagram,Beasiswa sleman pintar,beasiswa pintar,0
20-Jun-25,Instagram,Beasiswa sleman pintar,beasiswa pintar,0
20-Jun-25,E Lapor DIY,Jalan Affandi Gejayan Bergelombang,jalan affandi gejayan bergelombang,1
20-Jun-25,E Lapor DIY,"Laporan Kerusakan PJU di Jalan Raya Tajem, Depok – Sleman",laporan kerusakan pju jalan raya tajem depok –,1
20-Jun-25,E Lapor DIY,Laporan Kerusakan PJU : Jalan Hortensia – Teknika – Sleman,laporan kerusakan pju jalan hortensia – teknika –,1
20-Jun-25,E Lapor DIY,Laporan Aspirasi Masyarakat – Penambahan Penerangan Jalan,laporan aspirasi masyarakat – penambahan penerangan jalan,0
20-Jun-25,Lapor Sleman,Jalan Berlubang Dan Bergelombang,jalan berlubang bergelombang,1
20-Jun-25,Website,Lupa Username&Password Sleman Digital,lupa usernamepassword digital,0
21-Jun-25,E Lapor DIY,Laporan Ketidakfungsian Lampu Jalan dan Lampu Dinding PJU di Flyover Janti Sleman,laporan ketidakfungsian lampu jalan lampu dinding pju flyover janti,1
21-Jun-25,E Lapor DIY,"Laporan Kondisi Penerangan Jalan Umum (PJU) Mati di Sekitar Flyover Janti, Sleman",laporan kondisi penerangan jalan umum pju mati flyover janti,1
21-Jun-25,E Lapor DIY,Penutup Gorong-Gorong Tidak Rata,penutup goronggorong rata,0
21-Jun-25,Website,Pembakaran Sampah,pembakaran sampah,1
21-Jun-25,Lapor Sleman,Perijinan,perijinan,0
22-Jun-25,Website,Pengemis membawa bayi,pengemis membawa bayi,0
22-Jun-25,Website,Mohon penjelasan Riba,penjelasan riba,0
22-Jun-25,Website,Jalan Berlubang,jalan berlubang,1
22-Jun-25,Lapor Sleman,Sinar Lampu PJU Terhalang Plang Bakmi Jawa Rahayu,sinar lampu pju terhalang plang bakmi jawa rahayu,1
22-Jun-25,Lapor Sleman,KABEL PJU KENDOR,kabel pju kendor,1
23-Jun-25,Instagram,Gagal Login Aplikasi Lapor Sleman (Android),gagal login aplikasi android,0
23-Jun-25,Website,Gaji terlamabat pembayaran,gaji terlamabat pembayaran,1
23-Jun-25,Website,Pembakaran sampah,pembakaran sampah,1
23-Jun-25,Website,Kebisingan warga,kebisingan warga,1
23-Jun-25,Website,Gangguan Kenyamanan | Calf Coffee seturan,gangguan kenyamanan calf coffee seturan,1
23-Jun-25,Lapor Sleman,JAM KERJA ATAU JAM APA,jam kerja jam apa,0
24-Jun-25,Website,Diskriminasi masyarakat,diskriminasi masyarakat,0
24-Jun-25,E Lapor DIY,Judul : Laporan Gangguan Penerangan Jalan Umum (PJU) di Jalan Teknika – Sleman,judul laporan gangguan penerangan jalan umum pju jalan teknika –,1
24-Jun-25,Website,Judul : Bakar Sampah,judul bakar sampah,1
24-Jun-25,Twitter,APILL Simpang empat denggung,apill simpang empat denggung,0
24-Jun-25,Lapor Sleman,Pohon Kering,pohon kering,1
25-Jun-25,Lapor Sleman,Judul : Kebisingan Cafe HELLEN NIGHT MARKET,judul kebisingan cafe hellen night market,1
25-Jun-25,Website,Jalan Berlubang,jalan berlubang,1
25-Jun-25,Website,Judul : Pencemaran Udara Asap Pembakaran Batu - Bata,judul pencemaran udara asap pembakaran batu bata,1
25-Jun-25,Website,Jalan Berlubang Jalan Godean KM 10,jalan berlubang jalan godean,1
25-Jun-25,Website,Lampu PJU Mati,lampu pju mati,1
25-Jun-25,E Lapor DIY,Tidak Bisa Mendaftar Sekolah SMP Negeri,mendaftar sekolah smp negeri,0
26-Jun-25,E Lapor DIY,Gangguan dan Bahaya Akibat Proyek Mengangkut Muatan Tanah Yang Berlebihan,gangguan bahaya akibat proyek mengangkut muatan tanah berlebihan,1
26-Jun-25,Lapor.go.id,Judul : Perihal: Gangguan dan Bahaya Akibat Proyek Mengangkut Muatan Tanah Yang Berlebihan,judul perihal gangguan bahaya akibat proyek mengangkut muatan tanah berlebihan,1
26-Jun-25,Instagram,Judul : Pengecekan status Lahan Pertanian Pangan Berkelanjutan (LP2B),judul pengecekan status lahan pertanian pangan berkelanjutan lpb,0
26-Jun-25,Lapor.go.id,Judul : Jalan Berlubang di Jl Bibis Pertigaa Graha Nuansa Citra,judul jalan berlubang jl bibis pertigaa graha nuansa citra,1
26-Jun-25,E Lapor DIY,Judul : Jalan Berlubang di Jl Bibis Pertigaa Graha Nuansa Citra,judul jalan berlubang jl bibis pertigaa graha nuansa citra,1
26-Jun-25,E Lapor DIY,Judul : Laporan Pelayanan Kurang Memuaskan di RSUD Prambanan,judul laporan pelayanan kurang memuaskan rsud prambanan,0
26-Jun-25,Lapor Sleman,Penumpukan Sampah Basah Di Pemukiman Warga,penumpukan sampah basah pemukiman warga,1
26-Jun-25,Lapor Sleman,Lampu Pju Mati,lampu pju mati,1
26-Jun-25,Lapor.go.id,Judul : PKL Liar,judul pkl liar,1
26-Jun-25,Lapor.go.id,Judul : Laporan Pelayanan Kurang Memuaskan di RSUD Prambanan,judul laporan pelayanan kurang memuaskan rsud prambanan,0
26-Jun-25,Lapor.go.id,Judul : Free Wifi Sleman,judul free wifi,0
27-Jun-25,Lapor.go.id,Judul : Laporan Tutup Gorong-Gorong Patah di Royal Express Indonesia (REX) Jalan Raya Solo - Yogyakarta,judul laporan tutup goronggorong patah royal express indonesia rex jalan raya solo,0
27-Jun-25,Website,Kesejahteraan Pegawai,kesejahteraan pegawai,0
27-Jun-25,E Lapor DIY,Laporan Jalan Rusak di Jalan Kayen Raya,laporan jalan rusak jalan kayen raya,1
28-Jun-25,Lapor.go.id,Judul : Validitas E-KTP,judul validitas ektp,0
28-Jun-25,Website,Pembakaran Sampah,pembakaran sampah,1
28-Jun-25,Website,Kebisingan Warga,kebisingan warga,1
29-Jun-25,Website,Pembuangan Sampah,pembuangan sampah,1
29-Jun-25,Website,Jalan Berlubang,jalan berlubang,1
30-Jun-25,Lapor.go.id,Judul : bantuan BPNT | Dinas sosial,judul bantuan bpnt dinas sosial,0
