Tanggal,Media,Topik,Topik_Cleaned
14-Mar-24,Lapor Sleman,Limbah Buangan Cucian Motor Masuk Ke Parit Pengairan Sawah,limbah buangan cucian motor masuk parit pengairan sawah
14-Mar-24,Website,Jalan Godean berlubang,jalan godean berlubang
14-Mar-24,Website,Pembakaran sampah,pembakaran sampah
15-Mar-24,Website,Permohonan audiensi,permohonan audiensi
15-Mar-24,Lapor Sleman,Lampu Jalan Mati,lampu jalan mati
15-Mar-24,Website,Galian tanah di gamping,galian tanah gamping
16-Mar-24,Lapor.go.id,Kerusakan Jalan,kerusakan jalan
16-Mar-24,Lapor.go.id,Kerusakan jalan oleh Truck Pengangku Tanah,kerusakan jalan truck pengangku tanah
16-Mar-24,Lapor.go.id,Jalan rusak,jalan rusak
16-Mar-24,Lapor.go.id,Perbaikan trotoar jalan ambles,perbaikan trotoar jalan ambles
16-Mar-24,Lapor.go.id,Pembakaran sampah,pembakaran sampah
16-Mar-24,Lapor.go.id,Parkir di badan jalan menghalangi pengguna lain,parkir badan jalan menghalangi pengguna
16-Mar-24,Lapor.go.id,Permintaan Informasi Standar Satuan Harga Jasa/Upah Tahun 2024,permintaan standar satuan harga jasaupah tahun
16-Mar-24,Lapor.go.id,Papan tulisan menghalangi pejalan kaki,papan tulisan menghalangi pejalan kaki
16-Mar-24,Lapor.go.id,Permohonan Penebangan Pohon Besar Rawan Tumbang,permohonan penebangan pohon besar rawan tumbang
16-Mar-24,Lapor.go.id,Masukan untuk web aduan warga sleman,masukan web aduan warga
16-Mar-24,Lapor.go.id,Gangguan bau dari peternakan ayam,gangguan bau peternakan ayam
16-Mar-24,Lapor.go.id,Jalan berlubang,jalan berlubang
16-Mar-24,Lapor.go.id,Pemungutan Dana Di SDN Babarsari,pemungutan dana sdn babarsari
16-Mar-24,Lapor.go.id,web cctv sleman error,web cctv error
16-Mar-24,Lapor.go.id,Akta Kelahian,akta kelahian
17-Mar-24,Facebook Grup ICJ,Spanduk,spanduk
17-Mar-24,Twitter,Pipa Besi Menonjol Ring Road Utara,pipa besi menonjol ring road utara
17-Mar-24,Instagram,Jalan godean berlubang,jalan godean berlubang
18-Mar-24,Lapor Sleman,Lampu PJU Mati,lampu pju mati
18-Mar-24,Lapor Sleman,Lampu Penerangan Jalan Mati,lampu penerangan jalan mati
18-Mar-24,Website,Jalan berlubang,jalan berlubang
18-Mar-24,Instagram,LPJU mati,lpju mati
18-Mar-24,Instagram,Jalan bergelombang,jalan bergelombang
19-Mar-24,Lapor Sleman,Jalan Rusak Dan Berlubang,jalan rusak berlubang
20-Mar-24,Lapor Sleman,Pengaduan Bantuan Bpnt,pengaduan bantuan bpnt
20-Mar-24,Website,Taman kota,taman kota
21-Mar-24,Instagram,Jalan Blok O Berbah berlubang,jalan blok o berbah berlubang
22-Mar-24,Lapor Sleman,Perbaikan Taman Kota,perbaikan taman kota
22-Mar-24,Lapor.go.id,Perbaikan jalan,perbaikan jalan
22-Mar-24,Lapor Sleman,Rambu Penunjuk Arah,rambu penunjuk arah
22-Mar-24,Lapor Sleman,Lampu Apill Ring Road,lampu apill ring road
22-Mar-24,Lapor Sleman,Lampu PJU,lampu pju
22-Mar-24,Website,Permohonan pemasangan CCTV,permohonan pemasangan cctv
23-Mar-24,Instagram,Surat pindah datang,surat pindah datang
23-Mar-24,Instagram,Permohonan polisi tidur,permohonan polisi tidur
24-Mar-24,Twitter,Tutup drainase berlubang,tutup drainase berlubang
24-Mar-24,Instagram,Pembakaran sampah,pembakaran sampah
24-Mar-24,Instagram,Parkir ronda di jalan sempit,parkir ronda jalan sempit
24-Mar-24,Instagram,Jalan berlubang,jalan berlubang
24-Mar-24,Lapor.go.id,Jalan aspal rusak,jalan aspal rusak
24-Mar-24,Lapor Sleman,Bakar Sampah,bakar sampah
24-Mar-24,Lapor Sleman,"Pemadaman Listrik, Setiap Hari Listrik Mati, Dari Jam 8 Sampe Jam 12 Malam",pemadaman listrik hari listrik mati jam sampe jam
25-Mar-24,Instagram,Permohonan KIA,permohonan kia
25-Mar-24,Lapor Sleman,LAPORAN ULANG KARENA BELUM ADA TINDAK LANJUT DARI TAHUN 2024,laporan ulang tahun
25-Mar-24,Lapor Sleman,Administrasi PKBM,administrasi pkbm
26-Mar-24,Instagram,Ijin penelitian,ijin penelitian
27-Mar-24,Lapor Sleman,Selokan Ambles,selokan ambles
27-Mar-24,Lapor Sleman,Jalan Rusak,jalan rusak
27-Mar-24,Lapor Sleman,Toilet Lapangan Denggung,toilet lapangan denggung
27-Mar-24,Instagram,Jalan nasional berlubang,jalan nasional berlubang
27-Mar-24,Instagram,Jalan Gedongan Tempel berlubang,jalan gedongan tempel berlubang
28-Mar-24,Lapor.go.id,Permohonan polisi tidur,permohonan polisi tidur
28-Mar-24,Lapor.go.id,Permohonan perbaikan gorong-gorong,permohonan perbaikan goronggorong
28-Mar-24,Instagram,Jalan Godean berlubang,jalan godean berlubang
28-Mar-24,Lapor Sleman,Jalan Amblas,jalan amblas
28-Mar-24,Lapor Sleman,Atap Sekolah Rusak Karena Hujan,atap sekolah rusak hujan
28-Mar-24,Instagram,Pembayaran THR tidak full oleh perusahaan,pembayaran thr full perusahaan
29-Mar-24,Lapor Sleman,Bau Tai Babi Mejing Wetan Ambarketawang,bau tai babi mejing wetan ambarketawang
29-Mar-24,Website,Pembakaran sampah,pembakaran sampah
29-Mar-24,Instagram,APILL mati,apill mati
30-Mar-24,Website,Jalan berlubang,jalan berlubang
31-Mar-24,Website,asap rokok,asap rokok
31-Mar-24,Instagram,Pelayanan PDAM,pelayanan pdam
1-Apr-24,Website,Free Wifi padukuhan,free wifi padukuhan
1-Apr-24,Instagram,Anak penjual sempol,anak penjual sempol
2-Apr-24,Website,Jalan berlubang,jalan berlubang
2-Apr-24,Lapor Sleman,Sampah,sampah
3-Apr-24,Instagram,CCTV eror,cctv eror
3-Apr-24,Lapor Sleman,Jalan Berlubang Karna Saluran Air,jalan berlubang karna saluran air
3-Apr-24,Lapor Sleman,Parkir Bebayar Di Indomaret,parkir bebayar indomaret
4-Apr-24,Lapor Sleman,Sampah Di Jalan Layang,sampah jalan layang
4-Apr-24,Website,Netralitas ASN,netralitas asn
4-Apr-24,Lapor Sleman,Pengelolaan Embung Sendang Tirto,pengelolaan embung sendang tirto
5-Apr-24,Website,Resto belum berizin,resto berizin
5-Apr-24,Website,Free Wifi Sleman,free wifi
5-Apr-24,Lapor.go.id,"Jalan Berlubang/Rusak di jl. Gandhok Tambakan - jl. Sidomukti Tiyosan Condongcatur Depok,Sleman",jalan berlubangrusak jl gandhok tambakan jl sidomukti tiyosan condongcatur depoksleman
6-Apr-24,Website,Permohonan kartu indonesia pintar,permohonan kartu indonesia pintar
8-Apr-24,Website,Jalan rusak,jalan rusak
8-Apr-24,Instagram,Reklame berbahaya,reklame berbahaya
10-Apr-24,Instagram,Permohonan ganti rugi karena jalamn berlubang,permohonan ganti rugi jalamn berlubang
11-Apr-24,Lapor Sleman,"Jalan Berlubang Mengakibatkan Korban Pengendara Di Jakal Km 12,5 Candi",jalan berlubang mengakibatkan korban pengendara jakal candi
14-Apr-24,Website,Gangguan kenyamanan,gangguan kenyamanan
14-Apr-24,Website,Bau limbahd ari pabrik bakpia,bau limbahd ari pabrik bakpia
15-Apr-24,Instagram,Permohonan pembongkaran baliho,permohonan pembongkaran baliho
16-Apr-24,Website,BPJS PBI,bpjs pbi
16-Apr-24,Lapor Sleman,"PDAM (Air PAM Mati) Alamat Dukuh Rt.05 Tridadi An Mujiharjo, Dan Lingkungan",pdam air pam mati alamat dukuh rt tridadi an mujiharjo lingkungan
16-Apr-24,Lapor Sleman,Dampak Tower,dampak tower
16-Apr-24,Lapor Sleman,Polusi Suara Bising Dan Limbah Bau Busuk,polusi suara bising limbah bau busuk
17-Apr-24,Instagram,Penipuan rental mobil,penipuan rental mobil
17-Apr-24,Twitter,Skate park denggung buat pedagang pasar malam,skate park denggung buat pedagang pasar
18-Apr-24,Lapor Sleman,Gangguan Bau Dari Peternakan Ayam Tak Berizin,gangguan bau peternakan ayam berizin
18-Apr-24,Instagram,Drainase jalan kaliurang,drainase jalan kaliurang
18-Apr-24,Website,Drainase/gorong Gorong,drainasegorong gorong
18-Apr-24,Website,Program Pengaspalan Jalan Desa Yang Tak Kunjung Terlaksana,program pengaspalan jalan desa kunjung terlaksana
18-Apr-24,Website,Selokan Mampet Dan Kurang Besar,selokan mampet kurang besar
18-Apr-24,Twitter,LPJU jalan palagan,lpju jalan palagan
19-Apr-24,Website,Alih Fungsi Saluran Irigasi,alih fungsi saluran irigasi
19-Apr-24,Twitter,Jalan kaliurang berlubang,jalan kaliurang berlubang
19-Apr-24,Instagram,Aliran PDAM,aliran pdam
19-Apr-24,Lapor Sleman,Selikan Mataram Membludak,selikan mataram membludak
19-Apr-24,Website,Pembakaran sampah,pembakaran sampah
19-Apr-24,Twitter,Jalan Kaliurang KM 12 Rusak,jalan kaliurang rusak
20-Apr-24,Website,Polusi suara,polusi suara
20-Apr-24,Lapor Sleman,Penutupan Usaha Yg Masih Beroprasi,penutupan usaha beroprasi
20-Apr-24,Instagram,Infomasi CPNS dan PPPK,infomasi cpns pppk
20-Apr-24,Instagram,LPJU Jalan Wates,lpju jalan wates
21-Apr-24,Lapor Sleman,Pendirikan Penampungan Limbah Sampah Dihalaman Rumah Yg Lingkungan Padat Pe,pendirikan penampungan limbah sampah dihalaman rumah lingkungan padat pe
21-Apr-24,Instagram,Pembangunan Tempat Pembuangan Sampah di tengah pemukiman,pembangunan tempat pembuangan sampah tengah pemukiman
21-Apr-24,Instagram,APILL simpang empat kamdanen mati,apill simpang empat kamdanen mati
21-Apr-24,Instagram,Polusi udara dari kandang ayam,polusi udara kandang ayam
21-Apr-24,Instagram,Penjual miras,penjual miras
22-Apr-24,Instagram,Jalan magelang berlubang,jalan magelang berlubang
22-Apr-24,Twitter,Jalan inspeksi selokan mataram,jalan inspeksi selokan mataram
22-Apr-24,Website,Pengelolan lapangan sepak bola,pengelolan lapangan sepak bola
22-Apr-24,Twitter,Jalan Magelang Berlubang,jalan magelang berlubang
23-Apr-24,Website,Prosedur Pengusulan KKM KKRM Untuk Pembuatan BPJS-PBI,prosedur pengusulan kkm kkrm pembuatan bpjspbi
23-Apr-24,Website,Penolakan pembukaan toko miras,penolakan pembukaan toko miras
23-Apr-24,Twitter,Jalan Godean Rusak,jalan godean rusak
24-Apr-24,Twitter,APILL kronggahan,apill kronggahan
25-Apr-24,Lapor Sleman,Toko Miras Tdk Berizin Sudah Disegel Nekat Buka,toko miras tdk berizin disegel nekat buka
25-Apr-24,Lapor Sleman,Bau Kandang Sapi Mengganggu Kenyamanan Warga,bau kandang sapi mengganggu kenyamanan warga
25-Apr-24,Instagram,Irigasi di pinggir jalan palagan,irigasi pinggir jalan palagan
25-Apr-24,Instagram,Aplikasi SDS,aplikasi sds
26-Apr-24,Website,Penjual miras,penjual miras
26-Apr-24,Lapor Sleman,Sampah Sekitar Pasar Sleman,sampah pasar
27-Apr-24,Instagram,Jalan berlubang,jalan berlubang
27-Apr-24,Instagram,Kandang ayam dekat pemukiman,kandang ayam dekat pemukiman
27-Apr-24,Website,Polusi suara,polusi suara
28-Apr-24,Website,Polusi suara,polusi suara
28-Apr-24,Instagram,Lampu skate park lapangan Denggung,lampu skate park lapangan denggung
28-Apr-24,Twitter,Sampah di lapangan denggung,sampah lapangan denggung
28-Apr-24,Lapor Sleman,Pengaspalan Jalan Umum Menutup Drainase Sehingga Menyebabkan Banjir,pengaspalan jalan umum menutup drainase menyebabkan banjir
28-Apr-24,Lapor Sleman,Kerusakan Jalan Utama Desa Dari Bandhara Adisucipto - Tugu Krikilan,kerusakan jalan utama desa bandhara adisucipto tugu krikilan
28-Apr-24,Lapor Sleman,Perapihan Pohon Perindang,perapihan pohon perindang
28-Apr-24,Instagram,Gangguan kenyamanan,gangguan kenyamanan
29-Apr-24,Lapor Sleman,Pembakaran Sampah,pembakaran sampah
29-Apr-24,Lapor Sleman,Convex Miror (spion Jalan ) Cermin Cembung Jalan Pecah Membahayakan Lalulin,convex miror spion jalan cermin cembung jalan pecah membahayakan lalulin
30-Apr-24,Lapor Sleman,Drainase Lingkungan Ditutup Aspal Jalan,drainase lingkungan ditutup aspal jalan
30-Apr-24,Lapor Sleman,Kebisingan,kebisingan
30-Apr-24,Lapor Sleman,Kecelakaan Di Depan Puskeswan Sleman,kecelakaan depan puskeswan
30-Apr-24,Website,Petugas tera Disperindag,petugas tera disperindag
30-Apr-24,Website,Cetak ulang KTP,cetak ulang ktp
1-May-24,Instagram,Tarif parkir Sleman,tarif parkir
1-May-24,Instagram,Informasi magang,magang
1-May-24,Instagram,2 minggu sampah tidak diambil,minggu sampah diambil
2-May-24,Instagram,Jalan rusak,jalan rusak
2-May-24,Lapor Sleman,Kebisingan,kebisingan
3-May-24,Lapor Sleman,Program Pengaspalan Jalan Desa Yang Tak Kunjung Terlaksana,program pengaspalan jalan desa kunjung terlaksana
3-May-24,Lapor.go.id,Pengaduan petugas inseminator,pengaduan petugas inseminator
3-May-24,Lapor.go.id,"Laporan Kerusakan Jalan Jl. Ringin Raya, Sribit, Sendangtirto, Kec. Berbah",laporan kerusakan jalan jl ringin raya sribit sendangtirto kec berbah
3-May-24,Lapor.go.id,"Laporan Kerusakan Jalan di Karangsari, Jetak, Sendangtirto, Berbah, Sleman",laporan kerusakan jalan karangsari jetak sendangtirto berbah
3-May-24,Lapor Sleman,"Punya Mobil, Gak Punya Otak",punya mobil punya otak
3-May-24,Instagram,Sampah pedagang depan stadionmaguwoharjo,sampah pedagang depan stadionmaguwoharjo
3-May-24,Instagram,APILL simpang empat tajem mati,apill simpang empat tajem mati
3-May-24,Instagram,Informasi PPD,ppd
4-May-24,Instagram,Permohonan fogging,permohonan fogging
4-May-24,Lapor Sleman,Polusi Suara,polusi suara
5-May-24,Lapor Sleman,Kabel Internet,kabel internet
6-May-24,Lapor Sleman,Pelayanan Puskesmas Mlati 2,pelayanan puskesmas mlati
7-May-24,Twitter,Pembuangan sampah di lahan bawah merapi,pembuangan sampah lahan bawah merapi
7-May-24,Lapor Sleman,Bantuan Sosial,bantuan sosial
8-May-24,Instagram,Aspal jalan pertanian mengelupas lagi,aspal jalan pertanian mengelupas
8-May-24,Instagram,Jalan berlubang,jalan berlubang
9-May-24,Lapor Sleman,Pembangunan Tempat Limbah Sampah Diarea Padat Penduduk,pembangunan tempat limbah sampah diarea padat penduduk
9-May-24,Lapor Sleman,Penimbunan Dan Pembakaran Sampah Besar Besaran,penimbunan pembakaran sampah besar besaran
9-May-24,Twitter,Sampah di pasar gamping,sampah pasar gamping
10-May-24,Instagram,Pembuangan sampah,pembuangan sampah
10-May-24,Instagram,Pembuangan sampah di lahan bawah merapi,pembuangan sampah lahan bawah merapi
10-May-24,Instagram,Informasi lowongan kerja,lowongan kerja
10-May-24,Lapor Sleman,Kebisingan,kebisingan
10-May-24,Instagram,Informasi bantuan modal usaha,bantuan modal usaha
10-May-24,Instagram,Polusi udara akibat pengoilahan sampah di parakan wetan minggir,polusi udara akibat pengoilahan sampah parakan wetan minggir
11-May-24,Lapor Sleman,Lampu PJU Di Jalan Paingan Padam,lampu pju jalan paingan padam
11-May-24,Instagram,Pembuangan sampah,pembuangan sampah
11-May-24,Instagram,jalan rusak,jalan rusak
12-May-24,Instagram,Pembuangan sampah,pembuangan sampah
13-May-24,Lapor.go.id,Gangguan kenyamanan bermasyarakat,gangguan kenyamanan bermasyarakat
13-May-24,Instagram,LPJU Jalan nasional,lpju jalan nasional
13-May-24,Lapor Sleman,Pengajuan Keberatan Pengadaan Kegiatan Live Music,pengajuan keberatan pengadaan kegiatan live music
13-May-24,Lapor Sleman,Tagihan PDAM Tidak Sesuai Dengan Bukti Foto,tagihan pdam sesuai bukti foto
13-May-24,Lapor Sleman,Lampu Kota Sleman,lampu kota
14-May-24,Instagram,Pembuangan sampah,pembuangan sampah
14-May-24,Datang Langsung,Jalan Rusak dan Kerikil Lepas,jalan rusak kerikil lepas
14-May-24,SMS Hotline,Bahu jalan kaliurang berlubang,bahu jalan kaliurang berlubang
14-May-24,Lapor Sleman,Parkir samsat sleman,parkir samsat
15-May-24,Instagram,LPJU mati,lpju mati
15-May-24,Lapor Sleman,Lampu Penerangan Jalan Umum Mati,lampu penerangan jalan umum mati
15-May-24,Lapor.go.id,Jalan Rusak Dan Berlubang Besar,jalan rusak berlubang besar
15-May-24,Instagram,Pembuangan sampah dari UNY,pembuangan sampah uny
16-May-24,Instagram,Penjual miras,penjual miras
16-May-24,Lapor Sleman,TPA Ilegal Pembakaran Sampah,tpa ilegal pembakaran sampah
16-May-24,Lapor Sleman,Bau Sampah,bau sampah
16-May-24,Facebook Pemkab Sleman,Informasi pejuang ekonomi muda Sleman,pejuang ekonomi muda
16-May-24,Twitter,Permohonan karangan bungan oleh BKAD,permohonan karangan bungan bkad
17-May-24,Lapor Sleman,Pembakaran Sampah Di Lingkungan Perumahan,pembakaran sampah lingkungan perumahan
17-May-24,Lapor Sleman,Penjual miras,penjual miras
18-May-24,Instagram,Speed Bumper depan RS PKU gamping,speed bumper depan rs pku gamping
18-May-24,Instagram,Pengambilan sampah,pengambilan sampah
18-May-24,Instagram,Informasi CPNS,cpns
18-May-24,Instagram,Jalan rusak,jalan rusak
18-May-24,Instagram,Juknis PPDB,juknis ppdb
20-May-24,Instagram,Jalan rusak,jalan rusak
20-May-24,Lapor.go.id,Pendirian Usaha Sewa dan Reparasi Alat Berat di pemukima padat penduduk,pendirian usaha sewa reparasi alat berat pemukima padat penduduk
20-May-24,Lapor.go.id,Jalan rusak,jalan rusak
20-May-24,Lapor Sleman,Jam Kerja Kapanewon Godean,jam kerja kapanewon godean
20-May-24,Lapor Sleman,Pajak Kendaraan Tak Kunjung Turun,pajak kendaraan kunjung turun
20-May-24,Lapor Sleman,TPA,tpa
20-May-24,Lapor Sleman,Pembangunan TPA,pembangunan tpa
20-May-24,Lapor Sleman,Pembuangan Sampah,pembuangan sampah
20-May-24,Instagram,Layanan ambulance,layanan ambulance
20-May-24,Twitter,Kabel FO melengkung ke bawah,kabel fo melengkung bawah
20-May-24,Instagram,Jalan berlubang,jalan berlubang
21-May-24,Twitter,Konstruksi reklame,konstruksi reklame
21-May-24,Lapor Sleman,Tempat Pembuangan Sampah Liar,tempat pembuangan sampah liar
21-May-24,Lapor Sleman,Sampah Kota Di Buang Ke Desa,sampah kota buang desa
22-May-24,Lapor Sleman,Sampah Candibinangun,sampah candibinangun
22-May-24,Instagram,Prosedur pengeringan tanah,prosedur pengeringan tanah
22-May-24,Lapor Sleman,Polusi Udara Setiap Hari Asap Beraroma Sampah,polusi udara hari asap beraroma sampah
23-May-24,Lapor Sleman,Dusun Pager Jurang Jadi TPA,dusun pager jurang jadi tpa
26-May-24,Lapor Sleman,Parkir Kendaraan Dan Bus Tumpah Ke Jl. Solo Dan Membuat Kemacetan Parah,parkir kendaraan bus tumpah jl solo membuat kemacetan parah
26-May-24,Lapor Sleman,Lampu PJU Mati,lampu pju mati
27-May-24,Lapor Sleman,Lampu Penerangan Jalan Umum Mati,lampu penerangan jalan umum mati
27-May-24,Lapor Sleman,Gangguan kenyamanan polusi suara,gangguan kenyamanan polusi suara
27-May-24,Lapor Sleman,Gangguan kenyamanan polusi udara,gangguan kenyamanan polusi udara
27-May-24,Twitter,LPJU mati,lpju mati
28-May-24,Lapor Sleman,Untuk Minta Tanda Tangan Pak Lurah Sulit,tanda tangan lurah sulit
28-May-24,Instagram,Kualitas udara di Sleman,kualitas udara
28-May-24,Instagram,Gangguan kenyamanan dari penggilingan pasir,gangguan kenyamanan penggilingan pasir
29-May-24,Lapor Sleman,Tetangga Bakar Sampah Sembarangan,tetangga bakar sampah sembarangan
29-May-24,Website,Pembakaran Sampah Di Lingkungan,pembakaran sampah lingkungan
29-May-24,Lapor Sleman,Biaya Admin Tanah Kas Desa,biaya tanah kas desa
29-May-24,Lapor Sleman,Aduan Terkait Pembangunan Pondokan 20 Kamar Tanpa IMB,aduan terkait pembangunan pondokan kamar imb
30-May-24,Twitter,Kabel FO melengkung ke bawah,kabel fo melengkung bawah
30-May-24,Instagram,Area taman denggun,area taman denggun
31-May-24,Lapor.go.id,Pajak Bumi dan Bangunan,pajak bumi bangunan
31-May-24,Lapor.go.id,Pembakaran Sampah di Mulungan Wetan Sleman,pembakaran sampah mulungan wetan
31-May-24,Lapor Sleman,Penyalahgunaan Fungsi Trotoar Dan Jalan Umum,penyalahgunaan fungsi trotoar jalan umum
31-May-24,Twitter,Pembakaran sampah,pembakaran sampah
1-Jun-24,Lapor Sleman,Lampu Penerangan Jalan Mati,lampu penerangan jalan mati
1-Jun-24,Twitter,Pembakaran sampah,pembakaran sampah
1-Jun-24,Twitter,Fasilitas tama denggung untuk dewasa,fasilitas tama denggung dewasa
1-Jun-24,Instagram,Informasi penggunaan lapangan tenis sleman,penggunaan lapangan tenis
1-Jun-24,Instagram,Informasi magang,magang
2-Jun-24,Lapor Sleman,Penambahan Pilihan Tambah Anggota Keluarga Dan Pisah KK Di Websitenya Dukcapil Sleman,penambahan pilihan tambah anggota keluarga pisah kk websitenya dukcapil
2-Jun-24,Instagram,Jalan masih berbatu belum di aspal,jalan berbatu aspal
2-Jun-24,Twitter,Sampah dilapangan Denggung,sampah dilapangan denggung
3-Jun-24,Lapor Sleman,Lampu PJU Dan Kedip Mati,lampu pju kedip mati
3-Jun-24,Instagram,Informasi pemutihan pajak kendaraan bermotor,pemutihan pajak kendaraan bermotor
3-Jun-24,Instagram,"Pajak bantuan dari desa PPh 12,5%",pajak bantuan desa pph
3-Jun-24,Lapor Sleman,WIFI GRATIS PADUKUHAN BLOTAN,wifi gratis padukuhan blotan
3-Jun-24,Twitter,Parkir taman denggung,parkir taman denggung
4-Jun-24,Instagram,Tunjangan guru,tunjangan guru
4-Jun-24,Instagram,KTP Hilang,ktp hilang
4-Jun-24,Instagram,LPJU mati,lpju mati
4-Jun-24,Instagram,Juru parkir meminta paksa customer,juru parkir meminta paksa customer
4-Jun-24,Lapor Sleman,Ada Nya Depo Dan Pembakaran Sampah Di Lingkungan Padat Penduduk,depo pembakaran sampah lingkungan padat penduduk
4-Jun-24,Lapor Sleman,PENAMPUNGAN SAMPAH DAN PEMBAKARAN SAMPAH ILEGAL DI PEMUKIMAN TEMPAT TINGGAL,penampungan sampah pembakaran sampah ilegal pemukiman tempat tinggal
4-Jun-24,Lapor Sleman,Pembakaran Sampah Di Lingkungan Padat Penduduk,pembakaran sampah lingkungan padat penduduk
4-Jun-24,Lapor Sleman,Pencemaran Lingkungan Udara,pencemaran lingkungan udara
5-Jun-24,Twitter,Sampah di jalan gejayan,sampah jalan gejayan
5-Jun-24,Lapor Sleman,Kabel Fiber Optic Berseliweran,kabel fiber optic berseliweran
5-Jun-24,Lapor Sleman,Toko Miras,toko miras
5-Jun-24,Instagram,Free wifi sleman,free wifi
5-Jun-24,Instagram,Tumpukan sampah,tumpukan sampah
6-Jun-24,Lapor Sleman,Pembuangan Limbah Sembarangan,pembuangan limbah sembarangan
6-Jun-24,Instagram,Penutup drainse ambrol,penutup drainse ambrol
6-Jun-24,Instagram,Informasi magang,magang
6-Jun-24,Lapor Sleman,Penerangan Jalan Putar Balik Jalan Magelang Km 11,penerangan jalan putar balik jalan magelang
7-Jun-24,Twitter,Tukang parkir tidak ramah,tukang parkir ramah
7-Jun-24,Instagram,Skate park untuk berdagang,skate park berdagang
7-Jun-24,Lapor Sleman,Kos Bebas,kos bebas
7-Jun-24,Lapor Sleman,Live Music Menggangu Angkringan Kontainer,live music menggangu angkringan kontainer
8-Jun-24,Lapor Sleman,Jalan Berlubang Banyak Korban,jalan berlubang banyak korban
9-Jun-24,Lapor Sleman,Bahu Jalan Tanaman Sudah Tinggi2,bahu jalan tanaman tinggi
9-Jun-24,Instagram,Pengolahan sampah yang mengganggu lingkungan,pengolahan sampah mengganggu lingkungan
9-Jun-24,Instagram,Permohonan informasi CCTV,permohonan cctv
10-Jun-24,Instagram,kabel FO membahayakan,kabel fo membahayakan
11-Jun-24,Instagram,Jalan berlubang,jalan berlubang
11-Jun-24,SMS Hotline,Permohonan perbaikan LPJU,permohonan perbaikan lpju
11-Jun-24,Twitter,Pekerjaan jalan kaliurang,pekerjaan jalan kaliurang
11-Jun-24,Lapor Sleman,KOST BELUM MENUNJUKAN IZIN MENDIRIKAN BANGUNAN KE PERANGKAT,kost menunjukan izin mendirikan bangunan perangkat
11-Jun-24,Lapor Sleman,Kesulitan Meminta Rujukan,kesulitan meminta rujukan
12-Jun-24,Lapor Sleman,Lampu Apil Mati,lampu apil mati
12-Jun-24,Lapor Sleman,TPS Di Area Padat Penduduk,tps area padat penduduk
12-Jun-24,Lapor.go.id,Pembakaran Sampah Di Mulungan Wetan,pembakaran sampah mulungan wetan
12-Jun-24,Lapor.go.id,Toilet Pria Terminal Jombor Rusak,toilet pria terminal jombor rusak
13-Jun-24,Lapor Sleman,Anak Punk,anak punk
13-Jun-24,Lapor Sleman,Jalan Rusak,jalan rusak
13-Jun-24,Instagram,Penyewaan lapangan tenis sleman,penyewaan lapangan tenis
13-Jun-24,Lapor.go.id,Wifi gratis,wifi gratis
13-Jun-24,Instagram,LPJU mati,lpju mati
14-Jun-24,Lapor Sleman,Jalan Sumber - Kwayuhan Rawan Kecelakaan,jalan sumber kwayuhan rawan kecelakaan
14-Jun-24,Lapor Sleman,Pohon Dan Baliho Menutupi Lampu Bangjo,pohon baliho menutupi lampu bangjo
14-Jun-24,Instagram,PJU mati,pju mati
14-Jun-24,Instagram,Truk utrug TOL kurang safety untuk pengendara lain,truk utrug tol kurang safety pengendara
14-Jun-24,Instagram,Jalan berlubang,jalan berlubang
14-Jun-24,Instagram,Jalan rtidak rata,jalan rtidak rata
15-Jun-24,Instagram,Informasi sewa lapangan tenis,sewa lapangan tenis
15-Jun-24,Lapor.go.id,Bakar Sampah Di Lingkungan Rumah,bakar sampah lingkungan rumah
16-Jun-24,Lapor.go.id,Permohonan Bantuan Sosial Untuk Saudara Kami,permohonan bantuan sosial saudara
18-Jun-24,Website,Perbaikan selokan mataram,perbaikan selokan mataram
18-Jun-24,Website,Gangguan kenyamanan,gangguan kenyamanan
19-Jun-24,Lapor.go.id,PENGADUAN LAYANAN JPS BANTUAN PENDIDIKAN,pengaduan layanan jps bantuan pendidikan
19-Jun-24,Instagram,LPJU mati,lpju mati
19-Jun-24,Lapor Sleman,Jalan Berlubang,jalan berlubang
20-Jun-24,Lapor Sleman,Talut Rusak,talut rusak
20-Jun-24,Lapor Sleman,"Iuran Warga Baru 3,5jt",iuran warga baru jt
20-Jun-24,Lapor Sleman,Membuat Sampah Sembarangan 1 Mobil,membuat sampah sembarangan mobil
21-Jun-24,Lapor Sleman,Lapak UMKM Di Jogging Track Denggung,lapak umkm jogging track denggung
21-Jun-24,Lapor.go.id,Gangguan ketertiban umum,gangguan ketertiban umum
21-Jun-24,Twitter,Gangguan ketertiban umum,gangguan ketertiban umum
21-Jun-24,Website,Jalan rusak banyak tambalan,jalan rusak banyak tambalan
22-Jun-24,Lapor Sleman,Jalan Berlubang,jalan berlubang
23-Jun-24,Instagram,Informasi PPDB,ppdb
23-Jun-24,Twitter,Gangguan ketertiban umum,gangguan ketertiban umum
23-Jun-24,Twitter,Jalan kurang LPJU,jalan kurang lpju
24-Jun-24,Lapor Sleman,Aturan Penempatan Meteran PDAM,aturan penempatan meteran pdam
24-Jun-24,Lapor Sleman,PPDBSD 2024,ppdbsd
24-Jun-24,Twitter,Pembuangan limbah supermarket superindo,pembuangan limbah supermarket superindo
24-Jun-24,Instagram,Informasi PPDB,ppdb
24-Jun-24,Instagram,LPJU mati,lpju mati
